"Date","Post ID","Network","Post Type","Content Type","Profile","Link","Post","Linked Content","Public Engagements","Reactions","Comments","Shares"
"7/15/2026 12:34 pm","188187514534378_1584187083068715","Facebook","Post","Link","MacArthur Foundation","https://www.facebook.com/805236477630450/posts/1584187083068715","","https://time.com/article/2026/07/14/in-defense-of-reading-books/","5","5","0","0"
"7/15/2026 12:05 pm","9961411679_1464806159012534","Facebook","Post","Link","City Year","https://www.facebook.com/642274284599063/posts/1464806159012534","Unlock your leadership potential with essential soft skills developed through City Year service: communication, adaptability, teamwork, and problem-solving. Learn more for your future: https://bit.ly/3WiDh5O","https://www.cityyear.org/national/stories/benefits-resources/top-3-soft-skills-employers-want-you-to-have/","1","0","0","1"
"7/15/2026 11:32 am","133607023351110_1484975396993066","Facebook","Post","Photo","Stand for Children Illinois","https://www.facebook.com/557328906424391/posts/1484975396993066","","https://www.facebook.com/photo.php?fbid=1035552322309565&set=a.183670200831119&type=3","1","1","0","0"
"7/15/2026 11:29 am","188187514534378_1584144813072942","Facebook","Post","Video","MacArthur Foundation","https://www.facebook.com/805236477630450/posts/1584144813072942","2011 #MacFellow Jeanne Gang is an architect challenging the aesthetic and technical possibilities of the art form in a wide range of structures.

Learn more about her new exhibit, ""Flyway City: Architecture for a Flourishing Ecosystem"" ⬇️","https://www.facebook.com/reel/1503692041440969/","2","1","1","0"
"7/15/2026 11:01 am","188187514534378_1584125283074895","Facebook","Post","Photo","MacArthur Foundation","https://www.facebook.com/805236477630450/posts/1584125283074895","Philanthropic leaders, public sector partners, Community Violence Intervention (CVI) practitioners, and other community stakeholders recently gathered to celebrate 10 Years of CVI!

CVI leaders Arne Duncan of Chicago CRED, Esther Franco-Payne of Partnership for Safe and Peaceful Communities - PSPC, Teny Gross of Institute for Nonviolence Chicago, and Vaughn Bryant of Metropolitan Peace Initiatives spoke about learnings from the past decade in a panel moderated by Laura Washington of the Chicago Tribune.

The event also featured a maker's mart, art installations, and interactive experiences that celebrate creativity, resilience, and the collective effort to build peace in Chicago.

Check out a few highlights ⬇️","https://www.facebook.com/805236477630450/posts/1584125283074895","23","19","1","3"
"7/15/2026 10:49 am","2077420242423160959","X","Post","Photo","A Better Chicago","https://twitter.com/_abetterchicago/status/2077420242423160959","Earlier this year, we launched Every Day Counts, our $10 million city-wide initiative to reduce chronic absenteeism in Chicago.

We're proud to announce the first four organizations selected to receive funding: BUILD, Enlace, Illinois Action for Children, and TA98. https://t.co/oFh3ASlWE3","","0","0","0","0"
"7/15/2026 10:42 am","232693460103788_1467353035423322","Facebook","Post","Photo","A Better Chicago","https://www.facebook.com/324620916363212/posts/1467353035423322","Earlier this year, A Better Chicago launched Every Day Counts, our $10 million city-wide initiative to reduce chronic absenteeism in Chicago.
 
Today, we're proud to announce the first four organizations selected to receive funding: BUILD Chicago, Enlace Chicago, Illinois Action for Children, and The Alliance 98.

We look forward to partnering with these organizations to create meaningful change across the city.

And thank you to every community-based organization and nonprofit that submitted proposals. Your ideas reflect the commitment and creativity needed to help more young people show up and succeed.

To learn more about our Chronic Absenteeism work visit: 
https://www.abetterchicago.org/chronic-absenteeism-initiative","https://www.facebook.com/324620916363212/posts/1467353035423322","7","3","0","4"
"7/15/2026 10:01 am","125302627796_1493548456134175","Facebook","Post","Photo","The Chicago Community Trust","https://www.facebook.com/620686893420340/posts/1493548456134175","Looking for fall #internships? The Chicago Community Trust is welcoming applicants from a wide range of academic backgrounds to apply for available internships across several departments within the Trust.

Are you a student or recent graduate looking for a chance to gain new skills and connections that may propel your career forward? We want to hear from you!

Apply by July 24, 2026: 
https://www.cct.org/about/careers/

Questions? 
internships@cct.org","https://www.facebook.com/photo.php?fbid=1493548422800845&set=a.620627833426246&type=3","8","4","2","2"
"7/15/2026 8:58 am","196842483717237_1565648692245008","Facebook","Post","Photo","Communities In Schools of Chicago","https://www.facebook.com/681023914040828/posts/1565648692245008","Thanks to The Northern Trust Foundation in partnership with the Robert R. McCormick Foundation, our team is able to deepen our support of Chicago's students this coming school year! 

Because of this partnership, CIS of Chicago is able to ensure that in select schools, young people have a trained mental health professional supporting them directly. 

We appreciate their investment in CIS and our shared commitment to empowering young people to achieve in school and in life.","https://www.facebook.com/photo.php?fbid=1565648568911687&set=a.594004809409406&type=3","1","1","0","0"
"7/14/2026 7:21 pm","222712320927404_122302658426216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122302658426216507","The independent Chicago Board of Elections voted to remove five school board candidates from the ballot upholding the challenges to their petitions that had faulty signatures. 

“But Bobby Sylvester, Urban Center’s vice president, noted that CTU used the same tactic in 2024, knocking a dozen candidates off the ballot.

“We want to make sure that there’s a level playing field for candidates, and that includes the election rules and laws,” Sylvester told the Tribune last month. “There’s got to be one standard for everybody.”

","https://www.chicagotribune.com/2026/07/14/five-chicago-school-board-races-uncontensted/","1","0","1","0"
"7/14/2026 1:07 pm","221488995515_1701435321985241","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1701435321985241","📣 Illinoisans: Your Education Story Matters

We’re collecting personal stories from people across Illinois about how federal education policies have shaped your or your family’s access to and experience in education — from early childhood programs through college and beyond.

Whether it’s Head Start, IDEA, Title I, Pell Grants, FAFSA, school nutrition programs, or other federal initiatives — we want to hear how these policies have impacted real lives, not just statistics.

✅ You can share anonymously
✅ All experiences welcome — positive, challenging, or somewhere in between

Share your story here: https://hubs.la/Q04pw1Ng0

Your voice can help illuminate the real impact of federal education policy in Illinois. Thank you for contributing to this important conversation!
#education #policy #storiesofimpact","https://www.facebook.com/photo.php?fbid=1701435295318577&set=a.414661447329308&type=3","0","0","0","0"
"7/14/2026 11:31 am","9961411679_1463919459101204","Facebook","Post","Video","City Year","https://www.facebook.com/reel/2224127068367175/","Discover why everyone’s talking about City Year; check out the link in our bio!","https://www.facebook.com/reel/2224127068367175/","2","2","0","0"
"7/14/2026 10:52 am","188187514534378_1583279853159438","Facebook","Post","Video","MacArthur Foundation","https://www.facebook.com/reel/2130510827495583/","In 2025, Chicago experienced its lowest homicide rate in six decades and saw a nearly 50 percent decline in shootings since 2021. We can create conditions for change and peace in our communities. 

Our President, John Palfrey, recently joined leaders in government, healthcare, journalism, business, and the Community Violence Intervention (CVI) community at the City Club of Chicago forum to discuss how philanthropy and public-private partnerships have fostered public safety solutions that serve as a model for the nation.

The conversation, which featured panelists Grace Hou, Philip Rojc, Esther Franco-Payne, Curtis Reed Jr., and Fatimah Loren Dreier, explored the impact of evidence-based, community-driven efforts on reducing gun violence in Chicago.

Learn more about our support for CVI organizations ⬇️
https://www.macfound.org/press/grantee-news/chicago-fund-10-years-of-supporting-programs-to-strengthen-communities","https://www.facebook.com/reel/2130510827495583/","12","10","0","2"
"7/14/2026 9:58 am","125302627796_1492677669554587","Facebook","Post","Video","The Chicago Community Trust","https://www.facebook.com/reel/1591804912562209/","“This is a beacon of light for our neighborhood.” That’s how one resident described the Aspire Center opening on Juneteenth. 

In Episode #26 of Trust Talks, Great Cities Institute researcher and planner Katherine Faydash shares what she heard from residents across Chicago’s South and West sides. Their stories showed how new community investments can bring pride, possibility, and a stronger sense of belonging—from the Aspire Center to murals, local businesses, urban farms, and workforce programs.

Explore: 🔗 https://www.cct.org/stories/trust-talks-the-podcast-episode-26-building-opportunity-block-by-block/","https://www.facebook.com/reel/1591804912562209/","0","0","0","0"
"7/14/2026 9:00 am","133607023351110_1483943553762917","Facebook","Post","Photo","Stand for Children Illinois","https://www.facebook.com/557328906424391/posts/1483943553762917","We made new stickers for education advocates! 🤩 Screenshot, save, and send these stickers to your group chat 💬

#Education #Advocacy #Stickers","https://www.facebook.com/photo.php?fbid=1483943513762921&set=a.476579651165984&type=3","1","0","0","1"
"7/13/2026 8:12 pm","222712320927404_122302524632216507","Facebook","Post","Photo","The Urban Center","https://www.facebook.com/122209075502216507/posts/122302524632216507","CTU once claimed it wanted an independent, non-mayoral controlled school board. Flip-flop to today, here’s the CTU/Brandon Johnson slate to keep schools in Johnson’s grip & kids held hostage in under-performing schools. Here’s who NOT to vote for in November.","https://www.facebook.com/photo.php?fbid=122302527638216507&set=a.122102655386216507&type=3","2","1","1","0"
"7/13/2026 4:39 pm","222712320927404_122302503716216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122302503716216507","As a career politician, Congressman Jesus “Chuy”García spent 40 years running against the machine. Turns out he was just waiting to inherit it. ","https://www.chicagotribune.com/2026/07/12/chuy-garcia-opponents-ballot-challenges/","0","0","0","0"
"7/13/2026 1:05 pm","222712320927404_122302469804216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122302469804216507","If you can't collect enough valid signatures from your own neighbors, you don't have your community's support. That's not corruption. That's democracy working exactly as designed. Bobby Sylvester sets the record straight on Fox 32: 

","https://x.com/theurban_center/status/2076729035703390562","0","0","0","0"
"7/13/2026 1:00 pm","125302627796_1491962569626097","Facebook","Post","Photo","The Chicago Community Trust","https://www.facebook.com/620686893420340/posts/1491962569626097","Trust President & CEO Andrea Sáenz joined Trust colleagues Renetta McCann, Tracy Baim, Clothilde Ewing, Lindy McGuire, and Taylor Moore on a visit to True Star Foundation hosted by True Star’s co-founders DeAnna Sherman and Na-Tae’ Thompson.

Andrea noted: ""As I left, I kept thinking about a question we ask often in Chicago: How do we keep talented young people here, and how do we prepare them for industries that are evolving before our eyes? True Star has been answering that question for two decades: Give young people real responsibility. Trust them with meaningful work. Let them build professional skills while creating work that reaches real audiences. The South and West sides have never lacked talent. What they need are institutions willing to invest in that talent and treat young people as contributors, not just participants...

The Chicago Community Trust, including through Press Forward Chicago, is proud to support True Star’s work. Seeing it firsthand reinforced what’s possible when philanthropy invests in organizations that combine opportunity, creativity, and high expectations.""

Chicago's young people are telling their own stories, and millions are listening. Learn more about True Star: https://truestarmedia.org/","https://www.facebook.com/photo.php?fbid=1491962542959433&set=a.620627833426246&type=3","4","3","1","0"
"7/13/2026 11:52 am","355075968400258_1445028941068029","Facebook","Post","Photo","Children First Fund","https://www.facebook.com/295295272708074/posts/1445028941068029","This July marks 30 years since Children First Fund was established as the official foundation for Chicago Public Schools! ✨

As we reach this milestone, we are incredibly grateful to the philanthropic, corporate, and civic partners who have united with us over three decades to drive innovation and deliver targeted investments directly into our classrooms.

To match the vibrant potential of the students we serve, CFF is moving toward our future with a refreshed visual identity.

Our new look is a reflection of our deep, unwavering commitment to student success, a distinct Chicago footprint, and a constant presence within the educational landscape.

As we look ahead, we are excited to expand our partnerships to support continued growth in the areas of academic success, student engagement and support, and college and career pathways.

Explore our fresh look and see how you can partner with us on our newly updated website: https://childrenfirstfund.org/

#ChildrenFirstFund #BrandLaunch #Anniversary #ChicagoPublicSchools #CorporatePhilanthropy #EducationEquity #ChicagoYouth #PublicPrivatePartnerships","https://www.facebook.com/photo.php?fbid=1445028841068039&set=a.290035466567388&type=3","1","1","0","0"
"7/13/2026 11:00 am","221488995515_1700442852084488","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1700442852084488","We're hiring! Advance Illinois is looking for a Director of Development to join our team. We’re seeking a strategic thinker committed to strengthening public education statewide and growing our impact. Please share with your networks and apply today: https://hubs.la/Q04pjZND0

#JobOpportunity #development #hiring #Illinois #education
#fundraising","https://www.facebook.com/photo.php?fbid=1700442828751157&set=a.414661447329308&type=3","0","0","0","0"
"7/13/2026 10:30 am","232693460103788_1465620245596601","Facebook","Post","Photo","A Better Chicago","https://www.facebook.com/324620916363212/posts/1465620245596601","There’s nothing like summertime in Chicago and Chicago HOPES for Kids’ programming is in full swing!

We love seeing programs rooted in the arts, innovation, and STEM. Here’s a quick highlight of this season.","https://www.facebook.com/324620916363212/posts/1465620245596601","0","0","0","0"
"7/13/2026 10:02 am","125302627796_1491846629637691","Facebook","Post","Photo","The Chicago Community Trust","https://www.facebook.com/620686893420340/posts/1491846629637691","For Jeanette, financial health is about second chances and building a future on her own terms. After facing rejection in the job market following incarceration, she stayed persistent and found opportunity through Cara Chicago and a career with the Chicago Transit Authority. That stability opened the door to homeownership and a stronger future for her family, proof that one “yes” can change everything. 

Financial health is about whether people can meet every day needs, manage debt, handle unexpected challenges, and plan for the future. The Financial Health Pulse® 2025 Chicago Trends Report takes a closer look at how residents across Cook County are spending, saving, borrowing, and planning, revealing both progress and persistent disparities across communities. This research shows that financial health shapes the choices people have in their daily lives—from housing to education to long-term stability. These stories bring that data to life.

https://www.cct.org/research-and-reports/financial-health-pulse-2025-chicago-trends-report/","https://www.facebook.com/620686893420340/posts/1491846629637691","1","1","0","0"
"7/13/2026 10:00 am","133607023351110_1483116867178919","Facebook","Post","Photo","Stand for Children Illinois","https://www.facebook.com/557328906424391/posts/1483116867178919","Meet our student fellow, Dulce! 🩺

Dulce moved to Illinois during her freshman year in high school. Her new school quickly began supporting her with CTE & dual credit classes, connecting her with resources to create a plan for after graduation. Now, she is looking forward to graduating and pursuing a job as a radiology nurse.

Thank you to IL HOSA for helping Dulce discover a career in the medical field!

Learn more about our summer fellowship: https://stand.org/illinois/our-stories/do-high-schoolers-feel-prepared-for-life-after-graduation/","https://www.facebook.com/photo.php?fbid=1483116790512260&set=a.476579651165984&type=3","1","1","0","0"
"7/13/2026 9:37 am","355075968400258_1867130207580629","Facebook","Post","Photo","Children First Fund","https://www.facebook.com/295295272708074/posts/1867130207580629?substory_index=1867130207580629","","https://www.facebook.com/chifirstfund","0","0","0","0"
"7/10/2026 7:53 pm","222712320927404_122302047146216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122302047146216507","","https://www.chicagotribune.com/2026/07/10/editorial-brandon-johnson-city-council-budget-head-tax-shortfall/?utm_campaign=mrf-facebook-chicagotribune&utm_source=facebook&utm_medium=social&mrfcid=202607106a50f2b7ac66c043780fb2e2","1","1","0","0"
"7/10/2026 10:00 am","9961411679_1460393202787163","Facebook","Post","Photo","City Year","https://www.facebook.com/642274284599063/posts/1460393202787163","Want to make a difference but don’t know where to start? Start with City Year. https://bit.ly/3WlV9gj","https://www.facebook.com/photo.php?fbid=1460393179453832&set=a.642264387933386&type=3","2","2","0","0"
"7/10/2026 9:20 am","125302627796_1489337756555245","Facebook","Post","Video","The Chicago Community Trust","https://www.facebook.com/reel/1265965648823327/","They planted the seed in 2020, and five years later, communities transformed.  

In Episode #26 of Trust Talks, Brenda Palms, President and CEO of the North Lawndale Employment Network, describes the fulfillment and pride she gets from driving around and seeing new construction in neighborhoods. She said it showed residents what was possible with collective support and resources from The Chicago Community Trust and We Rise Together: For an Equitable & Just Recovery.  

Explore: 🔗 https://www.cct.org/stories/trust-talks-the-podcast-episode-26-building-opportunity-block-by-block/","https://www.facebook.com/reel/1265965648823327/","3","3","0","0"
"7/10/2026 8:01 am","133607023351110_1480422430781696","Facebook","Post","Video","Stand for Children Illinois","https://www.facebook.com/reel/2079756412749931/","Still trying to decide whether IL should opt in or out of the Federal Tax Credit Scholarship Program? Hear what the critics have to say about this program! 🤔 https://youtu.be/1gxTNr6BX5Q","https://www.facebook.com/reel/2079756412749931/","0","0","0","0"
"7/9/2026 9:55 pm","222712320927404_122301922238216507","Facebook","Post","Photo","The Urban Center","https://www.facebook.com/122209075502216507/posts/122301922238216507","For CTU and Stacy Davis Gates who are used to playing hardball machine politics, let’s grab our tiny little fiddle. Oh dang, where did we put it? I think we lost it in their tweet’s monstrously large pit of hypocrisy. Spare us the gaslighting.","https://www.facebook.com/222580699913092/posts/1459172909587192","3","2","1","0"
"7/9/2026 1:46 pm","222712320927404_122301881576216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122301881576216507","Your neighborhood matters. Your family matters. Your voice matters.

If you’re tired of politics that never seem to improve life in your community, you’re not alone. The Urban Center newsletter keeps you informed about what’s happening across Chicago, upcoming neighborhood meetings, and practical ways to get involved in making our city safer, stronger, and full of opportunity.

Join your neighbors. Stay informed. Be part of the solution.

Sign up today.  ","https://theurbancenter.org/get-involved/","0","0","0","0"
"7/9/2026 10:26 am","222712320927404_122301860852216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122301860852216507","Chicago Doesn’t Need a Revolution. It Needs Results.
Chicago families don't need a revolution. They need a City Hall that listens and delivers safer neighborhoods, affordable living, stronger schools, and real results.
","https://www.chicagotribune.com/2026/07/09/editorial-mayor-brandon-johnson-says-chicagoans-want-a-revolution-how-about-competence-mr-mayor/?utm_campaign=mrf-twitter-chitribopinions&utm_source=twitter&utm_medium=social&mrfcid=202607096a4d7e7c6983165d2052bec9","4","2","2","0"
"7/9/2026 10:10 am","133607023351110_1479635227527083","Facebook","Post","Video","Stand for Children Illinois","https://www.facebook.com/557328906424391/posts/1479635227527083","What baby name would you use?? 😄

Are you interested in joining this fun group of literacy advocates? Sign up for our IL Early Literacy Coalition email list and come to our monthly meetings! 🔗 https://act.stand.org/a/join-illinois-early-literacy-coalition?sourceid=1134184","https://www.facebook.com/reel/1310011071215475/","0","0","0","0"
"7/9/2026 8:34 am","9961411679_1459508042875679","Facebook","Post","Link","City Year","https://www.facebook.com/642274284599063/posts/1459508042875679","“At City Year, I learned to lead with compassion, integrity, and thoughtfulness, and I will carry those skills with me to medical school and beyond.”

Join us as we spotlight Nina Prakesh, who just finished a year of service at City Year New York and is now off to Columbia Medical School in the fall.  https://bit.ly/4aLwTuG

Our ""Meet City Year"" is a new mini-series that highlights our corps, staff and alums across the country, showing different aspects of our work, our short- and long-term impact, and our commitment to helping young people fulfil their potential.","https://www.cityyear.org/stories/our-impact/meet-city-year-spotlight-on-city-year-new-yorks-nina-prakesh/","3","2","1","0"
"7/8/2026 1:31 pm","125302627796_1487818340040520","Facebook","Post","Video","The Chicago Community Trust","https://www.facebook.com/reel/1700955307621449/","Every Monday, 40-50 seniors head inside Back of the Yards Coffee for a free pastry and drink. 

In this episode of Trust Talks, the cafe's owner Jesse Iñiguez speaks about the importance of third spaces for youth and seniors alike. By hiring local, paying livable wages, and providing valuable resources for the neighborhood, Iñiguez creates a sense of community and belonging for everyone in the shop.  

Explore: 🔗 https://www.cct.org/stories/trust-talks-the-podcast-episode-26-building-opportunity-block-by-block/","https://www.facebook.com/reel/1700955307621449/","21","14","3","4"
"7/8/2026 1:16 pm","196842483717237_1559970922812785","Facebook","Post","Photo","Communities In Schools of Chicago","https://www.facebook.com/681023914040828/posts/1559970922812785","In the 2025-26 school year, CIS of Chicago partnered with 16 companies to provide unique career experiences for students! 

Known as 'Inspiring Futures,' these opportunities take students out of the classroom and allow them to explore work environments, meet with professionals, discuss their career goals, and learn about potential career pathways.

Shout-out to all of the organizations that hosted our students in 2025-26 and to our Manager of Corporate Relations Faith for coordinating! Here are some photos from the most recent Inspiring Futures at NBC Chicago, DLA Piper, and ComEd:","https://www.facebook.com/681023914040828/posts/1559970922812785","2","2","0","0"
"7/8/2026 12:06 pm","9961411679_1458826722943811","Facebook","Post","Link","City Year","https://www.facebook.com/642274284599063/posts/1458826722943811","A year of service can open doors you never expected. City Year New Hampshire alum Allison Woodworth and City Year Washington, DC alum Drew Mitrisin didn't set out to work in transportation policy.

Today, Allison is an Associate Transportation Planner with Caltrans, and Drew is a Senior Transportation Policy Strategist with Burns & McDonnell. Both credit their City Year experience with shaping how they approach their work and how the skills you build during a service year stay with you long after the red jacket comes off. https://bit.ly/4y8d0aX","https://service-year-alliance.shorthandstories.com/aroadlesstravelled/?utm_campaign=blog&utm_source=facebook&utm_medium=social&utm_content=1783530361","0","0","0","0"
"7/8/2026 11:20 am","222712320927404_122301696470216507","Facebook","Post","Link","The Urban Center","https://www.facebook.com/122209075502216507/posts/122301696470216507","Stay informed with The Urban Center Newsletter for straightforward analysis, local updates, and opportunities to get involved in building a safer city, better schools, accountable leadership, and stronger neighborhoods.

Real conversations. Common sense. A better Chicago.

📩 Subscribe today. https://advocacy.theurbancenter.org/welcomeletter/?","https://advocacy.theurbancenter.org/welcomeletter/","0","0","0","0"
"7/8/2026 10:00 am","232693460103788_1461357386022887","Facebook","Post","Photo","A Better Chicago","https://www.facebook.com/324620916363212/posts/1461357386022887","We’re two months away from our annual gala and fundraiser, Grape + Grain!

We’ll be returning to Theater on the Lake on September 18, 2026 for a curated dinner and live fine wines and spirit auction in support of Chicago’s youth.

If you are interested in being a sponsor for this event, learn more at: https://www.pjhchicago.com/events/abetterchicago","https://www.facebook.com/photo.php?fbid=1461357336022892&set=a.321187470039890&type=3","0","0","0","0"
"7/8/2026 10:00 am","2074871138770186380","X","Post","Photo","A Better Chicago","https://twitter.com/_abetterchicago/status/2074871138770186380","We’re two months away from our annual gala and fundraiser, Grape + Grain!

We’ll be returning to Theater on the Lake for a curated dinner and live fine wines and spirit auction.

If you are interested in being a sponsor, learn more at: https://t.co/CzezmATOVD https://t.co/KF9IZLJHaX","","0","0","0","0"
"7/8/2026 9:36 am","125302627796_1487661870056167","Facebook","Post","Link","The Chicago Community Trust","https://www.facebook.com/620686893420340/posts/1487661870056167","Chicago Public Media and The Chicago Community Trust today announced a new chapter for one of the city's most recognizable digital assets: chicago.com.

The Chicago Community Trust, the Chicago region’s community foundation, has gifted the chicago.com domain to Chicago Public Media to create a new digital home for Chicagoans–one designed to help people discover what's happening around them, connect with their communities, and participate in the life of the city. The gift reflects a shared belief that a domain as iconic as chicago.com should belong to the people who call it home.

Trust President & CEO Andrea Sáenz said: “chicago.com holds symbolic power for this city, and we’re excited to see that power put to work for the public. Alongside hyperlocal outlets across the city and suburbs, it can help build a digital hub in support of a more connected news and information ecosystem, a shared space that better equips residents to understand the issues shaping our lives, engage in civic life, and strengthen our communities.”

Learn more: https://chicago.suntimes.com/media/2026/07/08/chicago-public-media-launching-community-website-chicago-com-fall","https://chicago.suntimes.com/media/2026/07/08/chicago-public-media-launching-community-website-chicago-com-fall","8","6","1","1"
"7/8/2026 8:00 am","133607023351110_1478652094292063","Facebook","Post","Photo","Stand for Children Illinois","https://www.facebook.com/557328906424391/posts/1478652094292063","Midterm elections are later this year, but we want to know what is on your mind! Tell us in the comments ⬇️","https://www.facebook.com/photo.php?fbid=1478652044292068&set=a.476579651165984&type=3","0","0","0","0"
"7/7/2026 10:25 pm","221488995515_1695427672586006","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1695427672586006","","https://www.facebook.com/photo.php?fbid=1438181965014421&set=a.267713178727978&type=3","1","1","0","0"
"7/7/2026 10:22 pm","221488995515_1695425829252857","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1695425829252857","","https://www.facebook.com/photo.php?fbid=1318784187093370&set=a.165335572438243&type=3","0","0","0","0"
"7/7/2026 10:11 pm","221488995515_1695418742586899","Facebook","Post","Link","Advance Illinois","https://www.facebook.com/414749720653814/posts/1695418742586899","Illinois launched the Department of Early Childhood (IDEC) last week, unifying most of the state's early childhood programs under one roof to streamline processes and create a more equitable system that is easier to navigate.

Ahead of the launch, IDEC Secretary Teresa Ramos sat down with Chalkbeat to answer questions about the new agency and what it will mean for Illinois families, providers, and children.
https://hubs.la/Q04nSRKZ0

#earlychildhood #idec #ecec

#earlychildhood #idec #ecec","https://hubs.la/Q04nSxkP0","4","4","0","0"
"7/7/2026 2:08 pm","221488995515_1695101845951922","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1695101845951922","📣 Illinoisans: Your Education Story Matters

We’re collecting personal stories from people across Illinois about how federal education policies have shaped your or your family’s access to and experience in education — from early childhood programs through college and beyond.

Whether it’s Head Start, IDEA, Title I, Pell Grants, FAFSA, school nutrition programs, or other federal initiatives — we want to hear how these policies have impacted real lives, not just statistics.

✅ You can share anonymously
✅ All experiences welcome — positive, challenging, or somewhere in between

Share your story here: https://hubs.la/Q04nQwgJ0

Your voice can help illuminate the real impact of federal education policy in Illinois. Thank you for contributing to this important conversation!
#education #policy #storiesofimpact","https://www.facebook.com/photo.php?fbid=1695101799285260&set=a.414661447329308&type=3","0","0","0","0"
"7/7/2026 1:41 pm","188187514534378_1577836223703801","Facebook","Post","Link","MacArthur Foundation","https://www.facebook.com/805236477630450/posts/1577836223703801","""The desire for a democracy that works for everyone is not a partisan pursuit.""

The Bridgespan Group recently shared how funders can bolster their efforts to strengthen democracy by investing in pluralism.

Read some of their insights at The Nonprofit Quarterly ⬇️
","https://nonprofitquarterly.org/philanthropy-for-a-multiracial-democracy-how-investing-in-pluralism-can-open-the-aperture-for-democracy-funders/","10","8","0","2"
"7/7/2026 11:55 am","9961411679_1457928643033619","Facebook","Post","Video","City Year","https://www.facebook.com/reel/4101746260133766/","Unlock new opportunities with the skills and support you build in your year of service; get ready for your next adventure!

Learn more via the link in our bio","https://www.facebook.com/reel/4101746260133766/","10","9","0","1"
"7/7/2026 11:03 am","125302627796_1486782270144127","Facebook","Post","Photo","The Chicago Community Trust","https://www.facebook.com/620686893420340/posts/1486782270144127","ICYMI: Our latest Trust Talks podcast explores new research from UIC Great Cities Institute examining both the economic activity and community experience shaped by investments from We Rise Together: For an Equitable & Just Recovery. 

Featuring:
Maryah Phillips (Neighborhood Capital Fund at The Chicago Community Trust) 
Katherine Faydash (Great Cities Institute)
Brenda M. Palms (North Lawndale Employment Network)
Jesse Íñiguez (Back of the Yards Coffee)

Tune in: https://www.cct.org/stories/trust-talks-the-podcast-episode-26-building-opportunity-block-by-block/","https://www.facebook.com/photo.php?fbid=1486782240144130&set=a.620627833426246&type=3","3","1","1","1"
"7/7/2026 10:01 am","133607023351110_1477797661044173","Facebook","Post","Video","Stand for Children Illinois","https://www.facebook.com/reel/1082964744060755/","Still trying to decide whether IL should opt in or out of the Federal Tax Credit Scholarship Program? Hear what the critics have to say about this program! 🤔 https://youtu.be/1gxTNr6BX5Q","https://www.facebook.com/reel/1082964744060755/","2","2","0","0"
"7/6/2026 12:50 pm","9961411679_1457053146454502","Facebook","Post","Link","City Year","https://www.facebook.com/642274284599063/posts/1457053146454502","Stand out in today's competitive job market; serve with City Year and gain valuable skills that set you apart after graduation! #Education #AmeriCorps #CityYear

https://bit.ly/3R7FOzQ","https://www.cityyear.org/national/stories/the-corps/make-national-service-the-star-of-your-resume/","1","1","0","0"
"7/6/2026 11:49 am","200608886633238_1456676009834252","Facebook","Post","Link","The Joyce Foundation","https://www.facebook.com/480966400738556/posts/1456676009834252","On July 4th, the day that the nation celebrated its 250th birthday, a unique, Chicago-area news collaborative launched The Immigration Hub, a multilingual resource centering immigrants that features reporting, investigations and first-person immigrant narratives from 15 newsrooms: Block Club Chicago, Borderless Magazine, Chicago Reader, Chicago Sun-Times, Chinatown Spotlight, @Cicero Independiente, Injustice Watch, La Raza, La Voz, Lumpen Radio, ProPublica, ReparationsMedia & Change Agents Journalism Lab, South Side Weekly, The TRiiBE, and WBEZ. The Joyce Foundation is proud to be one of the Chicago-area foundations to help fund this initiative. These stories about our neighbors are valuable and this resource deserves to be widely shared. #journalism #immigration #chicago

","https://chicago.suntimes.com/immigrant-resources-news","19","15","1","3"
"7/6/2026 11:01 am","221488995515_1693913859404054","Facebook","Post","Photo","Advance Illinois","https://www.facebook.com/414749720653814/posts/1693913859404054","We're hiring! Advance Illinois is looking for a Director of Development to join our team. We’re seeking a strategic thinker committed to strengthening public education statewide and growing our impact. Please share with your networks and apply today: https://hubs.la/Q04nBV7C0

#JobOpportunity #development #hiring #Illinois #education
#fundraising","https://www.facebook.com/photo.php?fbid=1693913812737392&set=a.414661447329308&type=3","0","0","0","0"
