"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"07-14-2022","The Chicago Public Education Fund","2,127","-1","0","4","4","0","4","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"07-15-2022","The Chicago Public Education Fund","2,128","1","0","37","34","0","14","2","0","0","0","1","1","0","5.41%","1","0","1","1","0","1","0","0","0","0","1"
"07-16-2022","The Chicago Public Education Fund","2,128","0","0","13","12","0","7","6","2","1","0","0","3","0","46.15%","1","0","1","1","0","1","0","0","0","1","0"
"07-17-2022","The Chicago Public Education Fund","2,128","0","0","13","12","0","5","3","0","0","0","0","3","0","23.08%","1","1","0","1","1","0","0","0","0","0","1"
"07-18-2022","The Chicago Public Education Fund","2,128","0","0","17","15","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-19-2022","The Chicago Public Education Fund","2,128","0","0","30","26","0","3","2","0","0","0","2","0","0","6.67%","1","0","1","1","0","1","0","0","0","0","1"
"07-20-2022","The Chicago Public Education Fund","2,128","0","0","11","9","0","3","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-21-2022","The Chicago Public Education Fund","2,129","1","0","19","18","0","13","3","0","0","0","0","3","0","15.79%","0","0","0","0","0","0","0","0","0","0","0"
"07-22-2022","The Chicago Public Education Fund","2,136","7","0","61","57","0","9","1","0","0","0","0","1","0","1.64%","0","0","0","0","0","0","0","0","0","0","0"
"07-23-2022","The Chicago Public Education Fund","2,136","0","0","13","10","0","10","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-24-2022","The Chicago Public Education Fund","2,136","0","0","5","5","0","3","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-25-2022","The Chicago Public Education Fund","2,136","0","0","88","84","0","81","6","1","0","0","4","1","0","6.82%","0","0","0","0","0","0","0","0","0","0","0"
"07-26-2022","The Chicago Public Education Fund","2,135","-1","0","769","758","0","378","30","14","0","0","0","16","0","3.9%","0","0","0","0","0","0","0","0","0","0","0"
"07-27-2022","The Chicago Public Education Fund","2,136","1","0","198","191","0","144","9","2","0","0","0","7","0","4.55%","1","0","1","1","0","1","0","0","0","0","1"
"07-28-2022","The Chicago Public Education Fund","2,137","1","0","111","109","0","69","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-29-2022","The Chicago Public Education Fund","2,136","-1","0","34","34","0","27","4","2","0","0","0","2","0","11.76%","0","0","0","0","0","0","0","0","0","0","0"
"07-30-2022","The Chicago Public Education Fund","2,136","0","0","24","24","0","16","1","0","0","0","1","0","0","4.17%","0","0","0","0","0","0","0","0","0","0","0"
"07-31-2022","The Chicago Public Education Fund","2,136","0","0","21","21","0","11","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-01-2022","The Chicago Public Education Fund","2,136","0","0","31","30","0","8","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-02-2022","The Chicago Public Education Fund","2,136","0","0","19","15","0","9","2","0","0","0","0","2","0","10.53%","0","0","0","0","0","0","0","0","0","0","0"
"08-03-2022","The Chicago Public Education Fund","2,136","0","0","98","90","0","8","2","0","0","0","1","1","0","2.04%","1","0","1","1","0","1","0","0","0","0","1"
"08-04-2022","The Chicago Public Education Fund","2,136","0","0","10","8","0","6","1","0","0","0","1","0","0","10%","0","0","0","0","0","0","0","0","0","0","0"
"08-05-2022","The Chicago Public Education Fund","2,136","0","0","40","36","0","7","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"08-06-2022","The Chicago Public Education Fund","2,136","0","0","19","19","0","15","0","0","0","0","0","0","0","0%","3","1","2","3","1","2","0","0","0","0","3"
"08-07-2022","The Chicago Public Education Fund","2,136","0","0","6","6","0","6","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"08-08-2022","The Chicago Public Education Fund","2,136","0","0","16","15","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-09-2022","The Chicago Public Education Fund","2,136","0","0","10","9","0","8","6","0","0","0","0","6","0","60%","2","2","0","2","2","0","0","0","0","2","0"
"08-10-2022","The Chicago Public Education Fund","2,137","1","0","7","7","0","6","2","0","0","0","0","2","0","28.57%","2","2","0","2","2","0","0","0","0","1","1"
"08-11-2022","The Chicago Public Education Fund","2,139","2","0","15","14","0","9","1","0","0","0","0","1","0","6.67%","2","1","1","2","1","1","0","0","0","0","2"
"08-12-2022","The Chicago Public Education Fund","2,139","0","0","16","15","0","6","1","0","0","0","1","0","0","6.25%","2","0","2","2","0","2","0","0","0","0","2"
"08-13-2022","The Chicago Public Education Fund","2,139","0","0","9","9","0","9","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"08-14-2022","The Chicago Public Education Fund","2,139","0","0","8","6","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-15-2022","The Chicago Public Education Fund","2,142","3","0","9","8","0","9","1","0","0","0","0","1","0","11.11%","2","1","1","2","1","1","0","0","0","0","2"
"08-16-2022","The Chicago Public Education Fund","2,142","0","0","2","2","0","2","2","0","0","0","0","2","0","100%","2","1","1","2","1","1","0","0","0","1","1"
"08-17-2022","The Chicago Public Education Fund","2,143","1","0","11","11","0","11","2","0","0","0","0","2","0","18.18%","2","0","2","2","0","2","0","0","0","0","2"
"08-18-2022","The Chicago Public Education Fund","2,144","1","0","11","10","0","7","2","0","0","0","0","2","0","18.18%","1","0","1","1","0","1","0","0","0","0","1"
"08-19-2022","The Chicago Public Education Fund","2,148","4","0","10","10","0","5","1","0","0","0","0","1","0","10%","1","1","0","1","1","0","0","0","0","0","1"
"08-20-2022","The Chicago Public Education Fund","2,148","0","0","8","8","0","3","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"08-21-2022","The Chicago Public Education Fund","2,148","0","0","16","16","0","14","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"08-22-2022","The Chicago Public Education Fund","2,149","1","0","134","126","0","118","16","4","0","0","0","12","0","11.94%","1","0","1","1","0","1","0","0","0","0","1"
"08-23-2022","The Chicago Public Education Fund","2,149","0","0","30","30","0","26","4","0","0","0","0","4","0","13.33%","0","0","0","0","0","0","0","0","0","0","0"
"08-24-2022","The Chicago Public Education Fund","2,149","0","0","23","19","0","17","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"08-25-2022","The Chicago Public Education Fund","2,150","1","0","22","21","0","10","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-26-2022","The Chicago Public Education Fund","2,151","1","0","13","12","0","11","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-27-2022","The Chicago Public Education Fund","2,151","0","0","7","7","0","5","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-28-2022","The Chicago Public Education Fund","2,151","0","0","8","6","0","4","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"08-29-2022","The Chicago Public Education Fund","2,154","3","0","27","24","0","8","1","0","0","0","1","0","0","3.7%","0","0","0","0","0","0","0","0","0","0","0"
"08-30-2022","The Chicago Public Education Fund","2,154","0","0","7","7","0","7","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"08-31-2022","The Chicago Public Education Fund","2,154","0","0","6","6","0","6","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"09-01-2022","The Chicago Public Education Fund","2,159","5","0","3","3","0","3","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"09-02-2022","The Chicago Public Education Fund","2,158","-1","0","11","11","0","11","2","0","0","0","0","2","0","18.18%","3","1","2","3","1","2","0","0","0","1","2"
"09-03-2022","The Chicago Public Education Fund","2,159","1","0","11","11","0","8","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"09-04-2022","The Chicago Public Education Fund","2,159","0","0","12","12","0","11","0","0","0","0","0","0","0","0%","2","2","0","2","2","0","0","0","0","0","2"
"09-05-2022","The Chicago Public Education Fund","2,160","1","0","16","16","0","9","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"09-06-2022","The Chicago Public Education Fund","2,162","2","0","2","2","0","2","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"09-07-2022","The Chicago Public Education Fund","2,163","1","0","332","327","0","301","21","6","0","0","0","15","0","6.33%","0","0","0","0","0","0","0","0","0","0","0"
"09-08-2022","The Chicago Public Education Fund","2,166","3","0","71","71","0","70","4","1","0","0","0","3","0","5.63%","3","1","2","3","1","2","0","0","0","1","2"
"09-09-2022","The Chicago Public Education Fund","2,172","6","0","55","49","0","36","3","0","0","0","0","3","0","5.45%","1","0","1","1","0","1","0","0","0","0","1"
"09-10-2022","The Chicago Public Education Fund","2,172","0","0","22","22","0","22","2","1","0","0","0","1","0","9.09%","0","0","0","0","0","0","0","0","0","0","0"
"09-11-2022","The Chicago Public Education Fund","2,172","0","0","10","9","0","8","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"09-12-2022","The Chicago Public Education Fund","2,172","0","0","448","440","0","265","45","10","1","1","21","12","0","10.04%","1","0","1","1","0","1","0","0","0","0","1"
"09-13-2022","The Chicago Public Education Fund","2,172","0","0","65","65","0","46","6","1","0","0","2","3","0","9.23%","0","0","0","0","0","0","0","0","0","0","0"
"09-14-2022","The Chicago Public Education Fund","2,172","0","0","30","29","0","15","1","0","0","0","1","0","0","3.33%","0","0","0","0","0","0","0","0","0","0","0"
"09-15-2022","The Chicago Public Education Fund","2,172","0","0","15","12","0","10","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"09-16-2022","The Chicago Public Education Fund","2,172","0","0","16","15","0","7","1","0","0","0","1","0","0","6.25%","0","0","0","0","0","0","0","0","0","0","0"
"09-17-2022","The Chicago Public Education Fund","2,172","0","0","27","25","0","5","0","0","0","0","0","0","0","0%","8","2","6","8","2","6","0","0","0","0","8"
"09-18-2022","The Chicago Public Education Fund","2,172","0","0","6","6","0","4","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"09-19-2022","The Chicago Public Education Fund","2,171","-1","0","84","77","0","60","9","0","0","0","7","2","0","10.71%","0","0","0","0","0","0","0","0","0","0","0"
"09-20-2022","The Chicago Public Education Fund","2,173","2","0","53","52","0","19","0","0","0","0","0","0","0","0%","2","1","1","2","1","1","0","0","0","0","2"
"09-21-2022","The Chicago Public Education Fund","2,173","0","0","11","11","0","10","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"09-22-2022","The Chicago Public Education Fund","2,173","0","0","358","353","0","334","64","21","3","0","1","39","0","17.88%","0","0","0","0","0","0","0","0","0","0","0"
"09-23-2022","The Chicago Public Education Fund","2,176","3","0","119","119","0","119","16","8","1","0","0","7","0","13.45%","0","0","0","0","0","0","0","0","0","0","0"
"09-24-2022","The Chicago Public Education Fund","2,176","0","0","47","47","0","41","1","0","0","0","1","0","0","2.13%","1","0","1","1","0","1","0","0","0","0","1"
"09-25-2022","The Chicago Public Education Fund","2,176","0","0","17","17","0","17","1","0","0","0","1","0","0","5.88%","0","0","0","0","0","0","0","0","0","0","0"
"09-26-2022","The Chicago Public Education Fund","2,180","4","0","10","10","0","9","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"09-27-2022","The Chicago Public Education Fund","2,185","5","0","20","18","0","14","1","0","0","0","0","1","0","5%","1","0","1","1","0","1","0","0","0","0","1"
"09-28-2022","The Chicago Public Education Fund","2,194","9","0","14","11","0","9","2","0","0","0","0","2","0","14.29%","2","1","1","2","1","1","0","0","0","0","2"
"09-29-2022","The Chicago Public Education Fund","2,196","2","0","18","14","0","11","1","0","0","0","0","1","0","5.56%","1","0","1","1","0","1","0","0","0","0","1"
"09-30-2022","The Chicago Public Education Fund","2,198","2","0","24","23","0","11","1","0","0","0","1","0","0","4.17%","0","0","0","0","0","0","0","0","0","0","0"
"10-01-2022","The Chicago Public Education Fund","2,198","0","0","8","8","0","8","3","0","0","0","1","2","0","37.5%","0","0","0","0","0","0","0","0","0","0","0"
"10-02-2022","The Chicago Public Education Fund","2,198","0","0","41","39","0","9","4","0","0","0","0","4","0","9.76%","3","1","2","3","1","2","0","0","0","1","2"
"10-03-2022","The Chicago Public Education Fund","2,201","3","0","63","59","0","16","1","0","0","0","0","1","0","1.59%","5","1","4","5","1","4","0","0","0","0","5"
"10-04-2022","The Chicago Public Education Fund","2,206","5","0","1,890","1,867","0","943","143","32","1","2","2","106","0","7.57%","2","0","2","2","0","2","0","0","0","0","2"
"10-05-2022","The Chicago Public Education Fund","2,207","1","0","1,404","1,385","0","763","95","26","1","0","2","66","0","6.77%","1","1","0","1","1","0","0","0","0","0","1"
"10-06-2022","The Chicago Public Education Fund","2,207","0","0","411","404","0","250","22","6","0","0","2","14","0","5.35%","0","0","0","0","0","0","0","0","0","0","0"
"10-07-2022","The Chicago Public Education Fund","2,208","1","0","151","143","0","93","7","3","0","0","0","4","0","4.64%","0","0","0","0","0","0","0","0","0","0","0"
"10-08-2022","The Chicago Public Education Fund","2,208","0","0","94","93","0","64","13","1","0","0","0","12","0","13.83%","8","7","1","8","7","1","0","0","0","0","8"
